,Unnamed: 0.1,Quantity/Units,Weight(Tons),Value(1000 SAR),Country Group,Commodity,Commodity Code
5848,25202090,0,412,156,Other Country Groups,OTHER PLASTERS,25202090
5849,25210000,0,0,0,Other Country Groups,LIMESTONE FLUX; LIMESTONE AND SIMILAR STONE,25210000
5850,25221000,0,208,67,Other Country Groups,QUICKLIME,25221000
5851,25291000,0,45,5,Other Country Groups,FELSPAR,25291000
5852,26030000,0,0,0,Other Country Groups,COPPER ORES AND CONCENTRATES,26030000
5853,26204000,0,100,38,Other Country Groups,RESIDUES CONTAINING MAINLY ALUMINIUM,26204000
5854,26219000,0,10,43,Other Country Groups,OTHER ASHES AND REMAINS FROM BURNING THE GARBAGE,26219000
5855,27075000,0,0,0,Other Country Groups,OTHER AROMATIC HYDROCARBON MIXTURES,27075000
5856,27090000,0,83943,232128,Europe not European Union,CRUDE PETROLEUM OILS,27090000
5857,27090000,0,0,0,Other Country Groups,CRUDE PETROLEUM OILS,27090000
5858,27101122,0,40019,90893,Europe not European Union,JET AIRPLANE FUEL,27101122
5859,27101131,0,0,0,Other Country Groups,ENGINE DIESEL,27101131
5860,27101212,0,0,0,Other Country Groups,FULL WHOLE NAPHTHA,27101212
5861,27101214,0,0,0,Other Country Groups,NATURAL GASOLINE,27101214
5862,27101229,0,0,0,Other Country Groups,FUEL FOR   OTHER PURPOSES,27101229
5863,27101912,0,33,101,Other Country Groups,LUBRICATING OIL FOR FUEL ENGINE,27101912
5864,27101913,0,31,226,Other Country Groups,LUBRICATING OIL FOR DIESEL ENRINES,27101913
5865,27101914,0,34,222,Other Country Groups,LUBRICATING OIL FOR MOVEMENT SHIELDS,27101914
5866,27101915,0,27,224,Other Country Groups,AUTOMATIC MOVEMENT LIQUID,27101915
5867,27101919,0,0,0,Other Country Groups,OTHER GREASING OIL,27101919
5868,27101991,0,8,20,Other Country Groups,CUTTING OILS .,27101991
5869,27101994,0,58,377,Other Country Groups,LIQUIDS FOR HY.,27101994
5870,27101995,0,43,245,Other Country Groups,HYDRAULIC AND TERBONIC SYSTEM OIL,27101995
5871,27101997,0,20,69,Other Country Groups,WHITE OILS SUCH AS :VASELINE AND PARAFFIN OIL,27101997
5872,27101999,0,74,581,Other Country Groups,OTHER  PETROLEUM OILS,27101999
5873,27111300,0,0,0,Other Country Groups,BUTANES,27111300
5874,27129000,0,0,0,Other Country Groups,OTHER PARAFFIN WAX,27129000
5875,28030000,0,3,25,Other Country Groups,"CARBON, NOT ELSEWHERE SPECIFIFED",28030000
5876,28041000,0,0,3,Other Country Groups,HYDROGEN,28041000
5877,28042910,0,0,0,Other Country Groups,HELIUM,28042910
5878,28042990,0,62,60,Other Country Groups,OTHER RARE GASES,28042990
5879,28043000,0,1,53,Other Country Groups,NITROGEN,28043000
5880,28044000,0,0,34,Other Country Groups,OXYGEN,28044000
5881,28051990,0,19,83,Other Country Groups,OTHER ALKALI METALS,28051990
5882,28054000,0,2,156,Other Country Groups,MERCURY,28054000
5883,28061000,0,0,0,Other Country Groups,HYDROGEN CHLORIDE (HYDROCHLORIC ACID),28061000
5884,28070010,0,12,247,Other Country Groups,SULPHURIC ACID,28070010
5885,28080020,0,18,113,Other Country Groups,SULPHONITRIC ACIDS,28080020
5886,28111990,0,128,200,Other Country Groups,OTHER INORGANIC ACIDS,28111990
5887,28112990,0,52,172,Other Country Groups,OTHER INORGANIC OXYGEN COMPOUNDS OF NONMETALS,28112990
5888,28151200,0,16587,14182,Europe not European Union,SODA LYE OR LIQUID SODA,28151200
5889,28151200,0,0,0,Other Country Groups,SODA LYE OR LIQUID SODA,28151200
5890,28170010,0,17,3,Other Country Groups,ZINC OXIDE,28170010
5891,28211010,0,54,172,Other Country Groups,"iron oxide,yellow,red,black",28211010
5892,28230000,0,28,442,Other Country Groups,TITANIUM OXIDES,28230000
5893,28249090,0,100,188,Other Country Groups,Other Lead Dioxide,28249090
5894,28259030,0,0,0,Other Country Groups,CCALCIUM OXIDE,28259030
5895,28261200,0,0,0,Other Country Groups,FLUORIDES OF ALUMINIUM,28261200
5896,28273200,0,1,4,Other Country Groups,CHLORIDES OF ALUMINIUM,28273200
5897,28273930,0,6,19,Other Country Groups,OTHER ZINC CHLORIDE,28273930
5898,28273990,0,0,0,Other Country Groups,Other Chloride,28273990
5899,28275990,0,0,17,Other Country Groups,Other Mercure Bromaide,28275990
5900,28289090,0,20,271,Other Country Groups,OTHER HYPOCHLORITES,28289090
5901,28309000,0,0,6,Other Country Groups,OTHER SULPHIDES,28309000
5902,28321000,0,70,242,Other Country Groups,SODIUM SULPHITES,28321000
5903,28323090,0,4,19,Other Country Groups,OTHER THIOSULPHATES,28323090
5904,28331900,0,0,0,Other Country Groups,OTHER SODIUM SULPHATES,28331900
5905,28341010,0,7,33,Other Country Groups,SODIUM NITRITE,28341010
5906,28341090,0,1,7,Other Country Groups,Other Nitrite,28341090
5907,28342950,0,0,1,Other Country Groups,OTHER ALUMINIUM NITRATE,28342950
5908,28362000,0,1,1,Other Country Groups,DISODIUM CARBONATE,28362000
5909,28365000,0,385,255,Other Country Groups,CALCIUM CARBONATE,28365000
5910,28369990,0,1,8,Other Country Groups,OTHER ZINC CARBONATE,28369990
5911,28371900,0,22,231,Other Country Groups,OTHER CYANIDES,28371900
5912,28391900,0,138,265,Other Country Groups,OTHER SODIUM SILICATES,28391900
5913,28399000,0,19,98,Other Country Groups,OTHER SILICATES,28399000
5914,28444090,0,2,191,Other Country Groups,OTHER RADIOACTIVE ELEMENTS,28444090
5915,28530010,0,8,9,Other Country Groups,"Distilled water, conductivity water and similar water",28530010
5916,28530090,0,82,72,Other Country Groups,OTHER CYANOGEN CHLORIDE,28530090
5917,29011040,0,59,252,Other Country Groups,HEXANES,29011040
5918,29011060,0,0,0,Other Country Groups,OCTANES,29011060
5919,29011090,0,61,206,Other Country Groups,OTHER SATURATED ACYCLIC HYDROCARBONS,29011090
5920,29012200,0,26,101,Other Country Groups,PROPENE (PROPYLENE),29012200
5921,29012400,0,0,0,Other Country Groups,"BUTA-1, 3-DIENE AND ISOPRENE",29012400
5922,29012990,0,25,108,Other Country Groups,OTHER UNSATURATED ACYCLIC HYDROCARBONS,29012990
5923,29021900,0,19,181,Other Country Groups,OTHER CYCLANES AND CYCLENES,29021900
5924,29024300,0,0,0,Other Country Groups,P-XYLENE,29024300
5925,29025000,0,0,0,Other Country Groups,STYRENE,29025000
5926,29031990,0,29,134,Other Country Groups,OTHER DERIVATIVES HIEDRBUNAT (CHLORINE SATURTED),29031990
5927,29041000,0,184,793,Other Country Groups,DERIVATIVES CONTAINING ONLY SULPHO GROUPS,29041000
5928,29042090,0,25,165,Other Country Groups,Other derivatives Mentrnh only or clad only,29042090
5929,29051300,0,2,13,Other Country Groups,BUTAN-1-OL (N-BUTYL ALCOHOL),29051300
5930,29051400,0,39,188,Other Country Groups,OTHER BUTANOLS,29051400
5931,29051600,0,0,4,Other Country Groups,OCTANOL (OCTYL ALCOHOL) AND ISOMERS,29051600
5932,29051910,0,32,103,Other Country Groups,DIETHYL HEXANOL,29051910
5933,29051990,0,105,197,Other Country Groups,OTHER ACYCLIC ALCOHOLS AND DERIVATIVES,29051990
5934,29053100,0,108,420,Other Country Groups,ETHYLENE GLYCOL (ETHANEDIOL),29053100
5935,29053900,0,0,5,Other Country Groups,OTHER DIOLS,29053900
5936,29054200,0,0,0,Other Country Groups,PENTAERYTHRITOL,29054200
5937,29062900,0,7338,32470,Europe not European Union,OTHER AROMATIC CYCLIC ALCOHOLS,29062900
5938,29072300,0,0,0,Other Country Groups,"4,4 -ISOPROPYLIDENEDIPHENOL AND SALTS",29072300
5939,29072900,0,1,104,Other Country Groups,OTHER POLYPHENOLS,29072900
5940,29091990,0,19,141,Other Country Groups,OTHER ACYCLIC ETHERS,29091990
5941,29093000,0,0,0,Other Country Groups,AROMATIC ETHERS AND THEIR DERIVATIVES,29093000
5942,29094300,0,0,0,Other Country Groups,MONOBUTYL ETHERS OF ETHYLENE GLYCOL,29094300
5943,29095000,0,29,184,Other Country Groups,"ETHER-PHENOLS, ETHER-ALCOHOL-PHENOLS AND DERIVATIVES",29095000
5944,29096090,0,1,9,Other Country Groups,Other Methyl Ethyl Ketone Peroxide,29096090
5945,29103000,0,51,365,Other Country Groups,"1-CHLORO-2,3-EPOXYPROPANE (EPICHLOROHY-DRIN)",29103000
5946,29121100,0,223,606,Europe not European Union,METHANAL (FORMALDEHYDE),29121100
5947,29121100,0,0,0,Other Country Groups,METHANAL (FORMALDEHYDE),29121100
5948,29121200,0,84,218,Other Country Groups,ETHANAL (ACETALDEHYDE),29121200
5949,29121900,0,200,567,Europe not European Union,OTHER ACYCLIC ALDEHYDES,29121900
5950,29121900,0,0,0,Other Country Groups,OTHER ACYCLIC ALDEHYDES,29121900
5951,29126000,0,41,180,Other Country Groups,PARAFORMALDEHYDE,29126000
5952,29151100,0,46,111,Other Country Groups,FORMIC ACID,29151100
5953,29151200,0,18,72,Other Country Groups,SALTS OF FORMIC ACID,29151200
5954,29152110,0,114,205,Other Country Groups,ACETIC ACID DENATURED AND UNUSABLE AS VINEGAR,29152110
5955,29157090,0,107,370,Other Country Groups,Other Stearic Acid,29157090
5956,29159000,0,18,114,Other Country Groups,OTHER SATURATED MONOCARBOXYLIC ACIDS,29159000
5957,29161100,0,20,23,Other Country Groups,ACRYLIC ACID AND ITS SALTS,29161100
5958,29161900,0,0,0,Other Country Groups,OTHER UNSATURATED MONOCARBOXYLIC ACIDS,29161900
5959,29171900,0,13,94,Other Country Groups,OTHER ACYCLIC POLYCARBXYLIC ACIDS,29171900
5960,29199000,0,187,483,Other Country Groups,"Other Tris(2,3-dibromopropyl) phosphate",29199000
5961,29209090,0,1,1,Other Country Groups,OTHERS FROM PHOSPHITE (1/13),29209090
5962,29211959,0,52,72,Other Country Groups,Other dialkyl -chloroethylamines and their protonated salts,29211959
5963,29212100,0,49,294,Other Country Groups,ETHYLENEDIAMINE AND ITS SALTS,29212100
5964,29212900,0,22,243,Other Country Groups,OTHER ACYCLIC POLYAMINES,29212900
5965,29221310,0,76,248,Other Country Groups,TRIENIMA LONAHTE-,29221310
5966,29221390,0,90,324,Other Country Groups,OTHERS FROM TRI ENIMA LONAHTE-,29221390
5967,29221919,0,79,340,Other Country Groups,"OTHER FROM BI   (24)TLAS NOTORP STI DNA LYHTEIB,LYHTEM-",29221919
5968,29221990,0,11,86,Other Country Groups,OTHERS FROM AMINE BI (24)LYHTE LONAHTE-IB DNA LONAHTEM-,29221990
5969,29222100,0,120,282,Other Country Groups,AMINOHYDROXYNAPHTHALENESULPHONIC ACIDS AND SALTS,29222100
5970,29319090,0,1,6,Other Country Groups,Other organic compounds and inorganic,29319090
5971,29321100,0,0,0,Other Country Groups,TETRAHYDROFURAN,29321100
5972,29336100,0,20,110,Other Country Groups,MELAMINE,29336100
5973,29336900,0,20,190,Other Country Groups,OTHER COMPOUNDS WITH UNFUSED TRIAZINE RING,29336900
5974,29339990,0,72,341,Other Country Groups,"Other NITRO CARBAZOLE, TRI NITRO CARBAZOLE, & TETRA NITRO CARBAZO",29339990
5975,29420000,0,3,112,Other Country Groups,OTHER ORGANIC COMPOUNDS,29420000
5976,30021000,0,0,6,Other Country Groups,ANTISERA AND OTHER BLOOD FRACTIONS,30021000
5977,30022000,0,0,0,Other Country Groups,VACCINES FOR HUMAN MEDICINE,30022000
5978,30023000,0,12,159,Other Country Groups,VACCINATIONS FOR VETERINARY MEDICINE,30023000
5979,30029090,0,27,556,Other Country Groups,OTHERS  RESINE (10),30029090
5980,30033900,0,1,202,Other Country Groups,"OTHER HORMONES WITHOUT ANTIBIOTICS, NOT RETAIL",30033900
5981,30034000,0,0,8,Other Country Groups,"MEDICINE CONTAINING ALKALOIDS, NOT HORMONES, NOT RETAIL",30034000
5982,30039000,0,0,81,Other Country Groups,"OTHER MEDICINE, NOT RETAIL",30039000
5983,30042000,0,0,16,Other Country Groups,"MEDICINE CONTAINING OTHER ANTIBIOTICS, RETAIL",30042000
5984,30043200,0,2,16,Other Country Groups,"MEDICINE CONTAINING ADRENAL CORTEX HORMONES, RETAIL",30043200
5985,30043900,0,16,242,Other Country Groups,"OTHER HORMONES WITHOUT ANTIBIOTICS, RETAIL",30043900
5986,30045000,0,54,6626,Europe not European Union,"OTHER MEDICAMENTS CONTAINING VITAMINS, RETAIL",30045000
5987,30045000,0,0,0,Other Country Groups,"OTHER MEDICAMENTS CONTAINING VITAMINS, RETAIL",30045000
5988,30049010,0,44,175,Other Country Groups,MEDICAL SOLUTIONS RETAIL,30049010
5989,30049090,0,15,628,Other Country Groups,MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
5990,30051000,0,6,143,Other Country Groups,ADHESIVE DRESSINGS AND OTHER ARTICLES,30051000
5991,30059010,0,0,0,Other Country Groups,COTTON WOOL,30059010
5992,30059090,0,5,10,Other Country Groups,OTHER WADDING OR SIMILAR ARTICLES,30059090
5993,30061010,0,0,14,Other Country Groups,STERILE SURGICAL CATGUT FOR SURGICAL CLOSURES,30061010
5994,30062000,0,6,149,Other Country Groups,BLOOD-GROUPING REAGENTS,30062000
5995,30063000,0,2,122,Other Country Groups,OPACIFYING PREPARATIONS FOR X-RAY,30063000
5996,30065000,0,5,93,Other Country Groups,FIRST-AID BOXES AND KITS,30065000
5997,31010000,0,14,3,Other Country Groups,ANIMAL OR VEGETABLE FERTILIZERS,31010000
5998,31021000,0,136,183,Other Country Groups,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
5999,31022900,0,25,108,Other Country Groups,OTHER DOUBLE SALTS,31022900
6000,31028000,0,47,144,Other Country Groups,MIXTURES OF UREA AND AMMONIUM NITRATE,31028000
6001,31043000,0,48,125,Other Country Groups,POTASSIUM SULPHATE,31043000
6002,31052000,0,0,0,Other Country Groups,"FERTILIZERS CONTAINING NITROGEN, PHOSPHORUS, POTASSIUM",31052000
6003,31056000,0,130,292,Other Country Groups,FERTILIZERS CONTAINING PHOSPHORUS AND POTASSIUM,31056000
6004,31059000,0,135,532,Other Country Groups,OTHER FERTILIZERS,31059000
6005,32029000,0,200,240,Other Country Groups,OTHER INORGANIC TANNING SUBSTANCES,32029000
6006,32041400,0,0,0,Other Country Groups,DIRECT DYES AND PREPARATIONS BASED THEREON,32041400
6007,32041700,0,25,349,Other Country Groups,PIGMENTS AND PREPARATIONS BASED THEREON,32041700
6008,32041900,0,2,23,Other Country Groups,"OTHER COLORING MATTER, INCLUDING MIXTURES",32041900
6009,32049090,0,25,74,Other Country Groups,OTHER SYNTHETIC ORGANIC COLORING PRODUCTS,32049090
6010,32061100,0,2540,25914,Europe not European Union,CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
6011,32061100,0,0,0,Other Country Groups,CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
6012,32061900,0,24,56,Other Country Groups,OTHER COLORFUL MATERIALS,32061900
6013,32062000,0,25,311,Other Country Groups,PIGMENTS AND PREPARATIONS BASED ON CHROMIUM,32062000
6014,32064900,0,7,161,Other Country Groups,OTHER COLORING PREPARATIONS,32064900
6015,32071000,0,2,23,Other Country Groups,"PREPARED PIGMENTS, OPACIFIERS AND COLORS; ENAMELS",32071000
6016,32074000,0,20,38,Other Country Groups,"GLASS FRIT AND OTHER GLASS, IN THE FORM OF GRANULES",32074000
6017,32081010,0,38,74,Other Country Groups,VARNISH FROM POLYESTERS,32081010
6018,32081090,0,2,18,Other Country Groups,OTHER PAINT BASED ON POLYESTERS,32081090
6019,32082090,0,0,0,Other Country Groups,"OTHER PAINTS FROM ACRYLIC OR VINYL POLYMERS, NON-WATER",32082090
6020,32089090,0,20,249,Other Country Groups,OTHER PAINTS FROM OTHER POLYMERS NON-WATER BASE,32089090
6021,32091010,0,2,11,Other Country Groups,VARNISH FROM ACRYLIC OR VINYL POLYMERS WATER-BASE,32091010
6022,32091090,0,20,149,Other Country Groups,"OTHER PAINT FROM ACRYLIC OR VINYL POLYMERS, WATER-BASE",32091090
6023,32099010,0,39,250,Other Country Groups,"VARNISH FROM OTHER POLYMERS, WATER BASED",32099010
6024,32099090,0,30,624,Other Country Groups,"OTHER PAINTS FROM OTHER POLYMERS, WATER-BASED",32099090
6025,32100090,0,86,272,Other Country Groups,OTHER PAINTS,32100090
6026,32129010,0,9,8,Other Country Groups,DYES AND OTHER COLORING MATTER FOR RETAIL,32129010
6027,32129090,0,6,7,Other Country Groups,OTHER PIGMENTS FOR PAINT MANUFACTURE,32129090
6028,32141010,0,2,36,Other Country Groups,OIL BASED GLAZIER S PUTTY,32141010
6029,32141080,0,37,299,Other Country Groups,PLASTIC BASED MASTICS USED FOR PREVENTING LEAKAGE,32141080
6030,32141094,0,58,88,Other Country Groups,FILLINGS TO PREPARE SURFACES FOR PAINTING,32141094
6031,32141099,0,45,91,Other Country Groups,OTHER MASTICS AND PAINTERS  FILLINGS,32141099
6032,32149000,0,106,351,Other Country Groups,OTHER PUTTY OR SURFACE PREPARATIONS,32149000
6033,32151100,0,60,347,Other Country Groups,BLACK PRINTING INK,32151100
6034,32151900,0,15,262,Other Country Groups,OTHER PRINTING INK,32151900
6035,32159010,0,1,2,Other Country Groups,WRITING AND DRAWING INK,32159010
6036,32159020,0,4,19,Other Country Groups,COPYING INK,32159020
6037,32159040,0,2,14,Other Country Groups,INK FOR TYPING MACHINES,32159040
6038,32159090,0,16,135,Other Country Groups,OTHER INK,32159090
6039,33019011,0,0,109,Other Country Groups,SOLUTIONS OF ESSENTIAL OILS FOR MEDICINAL PURPOSES,33019011
6040,33019013,0,76,195,Other Country Groups,ROSEWATER,33019013
6041,33019019,0,4,6,Other Country Groups,OTHER AQUEOUS DISTILLATES OF ESSENTIAL OILS,33019019
6042,33019090,0,17,207,Other Country Groups,OTHER ESSENTIAL OILS,33019090
6043,33030010,0,29,399,Europe not European Union,"PERFUMES, LIQUID OR SOLID",33030010
6044,33030010,0,13,119,Other Country Groups,"PERFUMES, LIQUID OR SOLID",33030010
6045,33030020,0,12,116,Other Country Groups,EAUX DE COLOGNE,33030020
6046,33030090,0,2,18,Other Country Groups,OTHER PERFUMES AND TOILET WATERS,33030090
6047,33041000,0,49,404,Other Country Groups,LIP MAKE-UP PREPARATIONS,33041000
6048,33043090,0,10,364,Other Country Groups,OTHER MANICURE AND PEDICURE PREPARATIONS,33043090
6049,33049110,0,150,163,Other Country Groups,POWDERS FOR BABIES,33049110
6050,33049190,0,35,138,Other Country Groups,OTHER POWDERS,33049190
6051,33049930,0,18,415,Other Country Groups,SKIN SOFTENING PREPARATIONS,33049930
6052,33049940,0,63,580,Diffrent Country Groups,PREPARATIONS FOR FACE MAKE-UP AND PAINT MAKE-UP,33049940
6053,33049990,0,7,209,Other Country Groups,OTHER BEAUTY PREPARATIONS,33049990
6054,33051000,0,0,0,Other Country Groups,SHAMPOOS,33051000
6055,33052000,0,10,52,Other Country Groups,PREPARATIONS FOR PERMANENT WAVING OR STRAIGHTENING,33052000
6056,33059010,0,29,287,Other Country Groups,HAIR OILS,33059010
6057,33059020,0,87,225,Other Country Groups,HAIR CREAM,33059020
6058,33059030,0,0,0,Other Country Groups,HAIR DYEING PREPARATIONS,33059030
6059,33059090,0,27,65,Other Country Groups,OTHER HAIR PREPARATIONS,33059090
6060,33061010,0,33,237,Other Country Groups,TOOTH PASTE,33061010
6061,33061090,0,19,132,Other Country Groups,OTHER DENTIFRICES,33061090
6062,33069090,0,0,0,Other Country Groups,OTHER DENTAL PREPARATIONS,33069090
6063,33071090,0,29,459,Other Country Groups,OTHER PRE-SHAVE OR AFTER-SHAVE PREPARATIONS,33071090
6064,33074110,0,6,22,Other Country Groups,LIQUID ODORIFEROUS BURNING PREPARATIONS,33074110
6065,33074130,0,119,689,Other Country Groups,INCENSE (STICKS),33074130
6066,33074190,0,15,182,Other Country Groups,OTHER ODORIFEROUS BURNING PREPARATIONS,33074190
6067,33074910,0,63,392,Other Country Groups,DEODORIZING PREPARATIONS IN EVAPORIZING VESSELS,33074910
6068,33074990,0,2,175,Other Country Groups,OTHER DEODORIZING PREPARATIONS,33074990
6069,33079010,0,28,360,Other Country Groups,HAIR REMOVERS,33079010
6070,34011150,0,6,27,Other Country Groups,DISINFECTANT SOAP,34011150
6071,34011180,0,25,282,Other Country Groups,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180
6072,34011930,0,1,3,Other Country Groups,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,34011930
6073,34011990,0,11,56,Other Country Groups,OTHER SOAP IN BARS AND CAKES,34011990
6074,34012010,0,34,73,Other Country Groups,SOAP IN THE FORM OF POWDER,34012010
6075,34012020,0,6,10,Other Country Groups,SOAP IN THE FORM OF PASTE,34012020
6076,34012090,0,98,170,Other Country Groups,OTHER SOAP,34012090
6077,34013000,0,14,45,Other Country Groups,PRODUCTS TO WASH THE SKININLIQUIDORLOTION,34013000
6078,34021100,0,35,161,Other Country Groups,ANIONIC ORGANIC SURFACE-ACTIVE AGENTS,34021100
6079,34021300,0,2,10,Other Country Groups,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
6080,34021900,0,0,0,Other Country Groups,OTHER ORGANIC SURFACE-ACTIVE AGENTS,34021900
6081,34022010,0,148,311,Other Country Groups,"ORGANIC SURFACE-ACTIVE AGENTS, LIKE CLOROX, RETAIL",34022010
6082,34022022,0,19,210,Other Country Groups,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022022
6083,34022029,0,42,149,Other Country Groups,"OTHER ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022029
6084,34029000,0,72,300,Other Country Groups,OTHER WASHING PREPARATIONS,34029000
6085,34039900,0,0,2,Other Country Groups,OTHER LUBRICATING PREPARATIONS,34039900
6086,34049090,0,74,114,Other Country Groups,OTHER PREPARED WAXES,34049090
6087,34052000,0,8,51,Other Country Groups,"POLISHES, CREAMS AND SIMILAR FOR WOOD",34052000
6088,34059010,0,7,22,Other Country Groups,POLISHES FOR GLASS AND MIRRORS,34059010
6089,34059020,0,28,116,Other Country Groups,POLISHES FOR METALS,34059020
6090,34059090,0,11,126,Other Country Groups,OTHER POLISHES,34059090
6091,35019090,0,3,0,Other Country Groups,OTHER CASEIN DERIVATIVES,35019090
6092,35052030,0,7,19,Other Country Groups,"GLUES COMPOSED OF UNTREATED STARCHES, BORAX",35052030
6093,35052090,0,0,0,Other Country Groups,OTHER GLUES,35052090
6094,35069900,0,0,2,Other Country Groups,OTHER ADHESIVES,35069900
6095,36020000,0,18,104,Other Country Groups,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS",36020000
6096,36030010,0,12,13017,Europe not European Union,"PERCUSSION AND DETONATING CAPS, IGNITERS",36030010
6097,36030010,0,15,240,Other Country Groups,"PERCUSSION AND DETONATING CAPS, IGNITERS",36030010
6098,38019090,0,24,6,Other Country Groups,OTHER GRAPHITE PREPARATIONS,38019090
6099,38040000,0,69,139,Other Country Groups,RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP,38040000
6100,38089110,0,20,32,Other Country Groups,containing  bromomethane or bromochloromethane,38089110
6101,38089190,0,2,196,Other Country Groups,Other Insecticides  containing  bromomethane or bromochloromethan,38089190
6102,38089290,0,7,34,Other Country Groups,Other Fungicides containing  bromomethane or bromochloromethane,38089290
6103,38089310,0,10,244,Other Country Groups,Herb pesticides containing the bromomethane or bromochloromethan,38089310
6104,38099190,0,23,222,Other Country Groups,OTHER FINISHING AGENTS USED IN THE TEXTILE INDUSTRY,38099190
6105,38109000,0,43,259,Other Country Groups,OTHER SOLDERING AND WELDING PASTES,38109000
6106,38122000,0,5,19,Other Country Groups,COMPOUND PLASTICIZERS FOR RUBBER OR PLASTICS,38122000
6107,38123000,0,0,0,Other Country Groups,ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
6108,38130090,0,65,280,Other Country Groups,"Other formulas, and shipments of fire extinguishers",38130090
6109,38140090,0,40,144,Other Country Groups,OTHER ORGANIC COMPOSITE SOLVENTS AND THINNERS,38140090
6110,38151900,0,0,2,Other Country Groups,OTHER SUPPORTED CATALYSTS,38151900
6111,38159000,0,47,127,Other Country Groups,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",38159000
6112,38160000,0,1,5,Other Country Groups,"REFRACTORY CEMENTS, MORTARS, CONCRETES, AND THE LIKE",38160000
6113,38170000,0,40,290,Other Country Groups,MIXEDGASOLINEANDMIXEDNEPHTHYLEXCEPT,38170000
6114,38220000,0,2,45,Other Country Groups,COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS,38220000
6115,38231900,0,87,5,Other Country Groups,OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
6116,38244000,0,41,147,Other Country Groups,OTHER CHEMICAL PREPARATIONS,38244000
6117,38249080,0,0,0,Other Country Groups,ANTI-RUST PREPARATIONS,38249080
6118,38249094,0,14,145,Other Country Groups,RADIATOR COOLANT,38249094
6119,38249097,0,20,213,Other Country Groups,"Mixture of Methylphosphonsaeure, methyl methyl- ester,p-oxide And",38249097
6120,38249099,0,0,4,Other Country Groups,OTHER CHEMICAL PREPARATIONS,38249099
6121,39011000,0,1618,9885,Europe not European Union,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,39011000
6122,39011000,0,0,0,Other Country Groups,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,39011000
6123,39012000,0,18370,93110,Europe not European Union,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,39012000
6124,39012000,0,0,0,Other Country Groups,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,39012000
6125,39013000,0,449,426,Other Country Groups,ETHYLENE-VINYL ACETATE COPOLYMERS,39013000
6126,39019000,0,6390,39327,Europe not European Union,OTHER ETHYLENE POLYMERS,39019000
6127,39021000,0,13235,75995,Europe not European Union,POLYPRO PYLENE,39021000
6128,39022000,0,23,35,Other Country Groups,POLY ISOBUTYLENE,39022000
6129,39029000,0,4138,22773,Europe not European Union,OTHER PROPYLENE POLYMERS,39029000
6130,39029000,0,10,6,Other Country Groups,OTHER PROPYLENE POLYMERS,39029000
6131,39031100,0,147,326,Other Country Groups,EXPANSIBLE POLYSTRENE,39031100
6132,39032000,0,0,0,Other Country Groups,STYRENE-ACRYLONITRILE (SAN) COPOLYMERS,39032000
6133,39039000,0,126,348,Other Country Groups,OTHER STYRENE POLYMERS,39039000
6134,39041000,0,0,0,Other Country Groups,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER",39041000
6135,39044000,0,12,85,Other Country Groups,OTHER VINYL CHLORIDE COPOLYMERS,39044000
6136,39045000,0,24,44,Other Country Groups,VINYLIDENE CHLORIDE POLYMERS,39045000
6137,39046900,0,17,55,Other Country Groups,OTHER FLURO-POLYMERS,39046900
6138,39059900,0,27,114,Other Country Groups,OTHERS COBOLEMRATE,39059900
6139,39061000,0,30,294,Other Country Groups,POLYMETHYL METHACRYLATE,39061000
6140,39069000,0,22,140,Other Country Groups,OTHER ACRYLIC POLYMERS,39069000
6141,39073000,0,598,5433,Europe not European Union,EPOXIDE RESINS,39073000
6142,39074000,0,25,130,Other Country Groups,POLYCARBONATES,39074000
6143,39075000,0,0,0,Other Country Groups,ALKYD RESINS,39075000
6144,39076000,0,21,44,Other Country Groups,POLYETHYLENE TEREPHTHALATE,39076000
6145,39079100,0,0,0,Other Country Groups,OTHER UNSATURATED POLYMERS,39079100
6146,39079900,0,0,0,Other Country Groups,OTHER POLYMERS,39079900
6147,39089000,0,24,219,Other Country Groups,OTHER POLYAMIDES,39089000
